scenario_id,scenario_name,weather_state,seeing,seeing_score,transparency,transparency_score,bortle_class,viirs_radiance,target_id,target_name,target_category,object_type,observation_type,equipment_type,setup_type,setup_text,display_label,suggested_position,magnification,magnification_value,barlow,difficulty,selection_score,alternative,high_magnification,wide_field,option_count,duplicate_option_count,ambiguous_option_label_count,explanation
P03,Binocolo 10x50 suburbano,sereno medio,Average,60,Good,65,5,8,messier-M44,M44 Beehive Cluster or Praesepe,Messier wide-field,Open cluster,WideField,Binocular,binocular,Nikon Aculon A211 10×50,Nikon Aculon A211 10×50,,10x,10,No,Facile,94.8,n/d,,,1,0,0,"Oggetto esteso: il binocolo offre una visione più naturale a largo campo. 10x con pupilla 5,0 mm; il campo reale non è stimato perché il catalogo binocoli non include il FOV."
P03,Binocolo 10x50 suburbano,sereno medio,Average,60,Good,65,5,8,messier-M45,"M45 Pleiades, Seven Sisters or Subaru",Messier wide-field,Open cluster,WideField,Binocular,binocular,Nikon Aculon A211 10×50,Nikon Aculon A211 10×50,,10x,10,No,Facile,100.0,n/d,,,1,0,0,"Oggetto esteso: il binocolo offre una visione più naturale a largo campo. 10x con pupilla 5,0 mm; il campo reale non è stimato perché il catalogo binocoli non include il FOV."
P03,Binocolo 10x50 suburbano,sereno medio,Average,60,Good,65,5,8,messier-M51,M51 Whirlpool Galaxy,Messier galaxy,Spiral galaxy,General,Binocular,binocular,Nikon Aculon A211 10×50,Nikon Aculon A211 10×50,,10x,10,No,Media,68.4,n/d,,,1,0,0,"Configurazione utilizzabile a basso ingrandimento: 10x con pupilla 5,0 mm; un telescopio può mostrare più dettaglio se disponibile."
P03,Binocolo 10x50 suburbano,sereno medio,Average,60,Good,65,5,8,messier-M57,M57 Ring Nebula,Messier planetary nebula,Planetary nebula,HighMagnification,Binocular,binocular,Nikon Aculon A211 10×50,Nikon Aculon A211 10×50,,10x,10,No,Difficile,33.6,n/d,,,1,0,0,"Il binocolo permette di individuare l'oggetto, ma non è ideale per i dettagli: servirebbe maggiore ingrandimento. Configurazione disponibile: 10x con pupilla 5,0 mm."
P03,Binocolo 10x50 suburbano,sereno medio,Average,60,Good,65,5,8,messier-M81,M81 Bode's Galaxy,Messier galaxy,Spiral galaxy,General,Binocular,binocular,Nikon Aculon A211 10×50,Nikon Aculon A211 10×50,,10x,10,No,Media,71.2,n/d,,,1,0,0,"Configurazione utilizzabile a basso ingrandimento: 10x con pupilla 5,0 mm; un telescopio può mostrare più dettaglio se disponibile."
P03,Binocolo 10x50 suburbano,sereno medio,Average,60,Good,65,5,8,messier-M92,M92,Messier globular,Globular cluster,General,Binocular,binocular,Nikon Aculon A211 10×50,Nikon Aculon A211 10×50,,10x,10,No,Facile,76.5,n/d,,,1,0,0,"Configurazione utilizzabile a basso ingrandimento: 10x con pupilla 5,0 mm; un telescopio può mostrare più dettaglio se disponibile."
P04,Binocolo 15x70 cielo lattiginoso,"foschia, trasparenza bassa",Average,48,Poor,35,6,30,mercury,Mercurio,Planet,Pianeta,HighMagnification,Binocular,binocular,Celestron SkyMaster Pro 15×70,Celestron SkyMaster Pro 15×70,,15x,15,No,Difficile,36.5,n/d,,,1,0,0,"Il binocolo permette di individuare l'oggetto, ma non è ideale per i dettagli: servirebbe maggiore ingrandimento. Configurazione disponibile: 15x con pupilla 4,7 mm."
P04,Binocolo 15x70 cielo lattiginoso,"foschia, trasparenza bassa",Average,48,Poor,35,6,30,venus,Venere,Planet,Pianeta,HighMagnification,Binocular,binocular,Celestron SkyMaster Pro 15×70,Celestron SkyMaster Pro 15×70,,15x,15,No,Difficile,36.5,n/d,,,1,0,0,"Il binocolo permette di individuare l'oggetto, ma non è ideale per i dettagli: servirebbe maggiore ingrandimento. Configurazione disponibile: 15x con pupilla 4,7 mm."
P04,Binocolo 15x70 cielo lattiginoso,"foschia, trasparenza bassa",Average,48,Poor,35,6,30,mars,Marte,Planet,Pianeta,HighMagnification,Binocular,binocular,Celestron SkyMaster Pro 15×70,Celestron SkyMaster Pro 15×70,,15x,15,No,Difficile,36.5,n/d,,,1,0,0,"Il binocolo permette di individuare l'oggetto, ma non è ideale per i dettagli: servirebbe maggiore ingrandimento. Configurazione disponibile: 15x con pupilla 4,7 mm."
P04,Binocolo 15x70 cielo lattiginoso,"foschia, trasparenza bassa",Average,48,Poor,35,6,30,jupiter,Giove,Planet,Pianeta,HighMagnification,Binocular,binocular,Celestron SkyMaster Pro 15×70,Celestron SkyMaster Pro 15×70,,15x,15,No,Difficile,36.5,n/d,,,1,0,0,"Il binocolo permette di individuare l'oggetto, ma non è ideale per i dettagli: servirebbe maggiore ingrandimento. Configurazione disponibile: 15x con pupilla 4,7 mm."
P04,Binocolo 15x70 cielo lattiginoso,"foschia, trasparenza bassa",Average,48,Poor,35,6,30,saturn,Saturno,Planet,Pianeta,HighMagnification,Binocular,binocular,Celestron SkyMaster Pro 15×70,Celestron SkyMaster Pro 15×70,,15x,15,No,Difficile,36.5,n/d,,,1,0,0,"Il binocolo permette di individuare l'oggetto, ma non è ideale per i dettagli: servirebbe maggiore ingrandimento. Configurazione disponibile: 15x con pupilla 4,7 mm."
P04,Binocolo 15x70 cielo lattiginoso,"foschia, trasparenza bassa",Average,48,Poor,35,6,30,uranus,Urano,Planet,Pianeta,HighMagnification,Binocular,binocular,Celestron SkyMaster Pro 15×70,Celestron SkyMaster Pro 15×70,,15x,15,No,Difficile,36.5,n/d,,,1,0,0,"Il binocolo permette di individuare l'oggetto, ma non è ideale per i dettagli: servirebbe maggiore ingrandimento. Configurazione disponibile: 15x con pupilla 4,7 mm."
P04,Binocolo 15x70 cielo lattiginoso,"foschia, trasparenza bassa",Average,48,Poor,35,6,30,neptune,Nettuno,Planet,Pianeta,HighMagnification,Binocular,binocular,Celestron SkyMaster Pro 15×70,Celestron SkyMaster Pro 15×70,,15x,15,No,Difficile,36.5,n/d,,,1,0,0,"Il binocolo permette di individuare l'oggetto, ma non è ideale per i dettagli: servirebbe maggiore ingrandimento. Configurazione disponibile: 15x con pupilla 4,7 mm."
P04,Binocolo 15x70 cielo lattiginoso,"foschia, trasparenza bassa",Average,48,Poor,35,6,30,messier-M1,M1 Crab Nebula,Messier general,Supernova remnant,General,Binocular,binocular,Celestron SkyMaster Pro 15×70,Celestron SkyMaster Pro 15×70,,15x,15,No,Media,68.0,n/d,,,1,0,0,"Configurazione utilizzabile a basso ingrandimento: 15x con pupilla 4,7 mm; un telescopio può mostrare più dettaglio se disponibile."
P04,Binocolo 15x70 cielo lattiginoso,"foschia, trasparenza bassa",Average,48,Poor,35,6,30,messier-M3,M3,Messier globular,Globular cluster,General,Binocular,binocular,Celestron SkyMaster Pro 15×70,Celestron SkyMaster Pro 15×70,,15x,15,No,Facile,85.5,n/d,,,1,0,0,"Configurazione utilizzabile a basso ingrandimento: 15x con pupilla 4,7 mm; un telescopio può mostrare più dettaglio se disponibile."
P04,Binocolo 15x70 cielo lattiginoso,"foschia, trasparenza bassa",Average,48,Poor,35,6,30,messier-M5,M5 Rose Cluster,Messier globular,Globular cluster,General,Binocular,binocular,Celestron SkyMaster Pro 15×70,Celestron SkyMaster Pro 15×70,,15x,15,No,Facile,85.5,n/d,,,1,0,0,"Configurazione utilizzabile a basso ingrandimento: 15x con pupilla 4,7 mm; un telescopio può mostrare più dettaglio se disponibile."
P04,Binocolo 15x70 cielo lattiginoso,"foschia, trasparenza bassa",Average,48,Poor,35,6,30,messier-M7,M7 Ptolemy's Cluster,Messier wide-field,Open cluster,WideField,Binocular,binocular,Celestron SkyMaster Pro 15×70,Celestron SkyMaster Pro 15×70,,15x,15,No,Facile,83.1,n/d,,,1,0,0,"Oggetto esteso: il binocolo offre una visione più naturale a largo campo. 15x con pupilla 4,7 mm; il campo reale non è stimato perché il catalogo binocoli non include il FOV."
P04,Binocolo 15x70 cielo lattiginoso,"foschia, trasparenza bassa",Average,48,Poor,35,6,30,messier-M8,M8 Lagoon Nebula,Messier wide-field,Nebula with cluster,WideField,Binocular,binocular,Celestron SkyMaster Pro 15×70,Celestron SkyMaster Pro 15×70,,15x,15,No,Facile,78.6,n/d,,,1,0,0,"Oggetto esteso: il binocolo offre una visione più naturale a largo campo. 15x con pupilla 4,7 mm; il campo reale non è stimato perché il catalogo binocoli non include il FOV."
P04,Binocolo 15x70 cielo lattiginoso,"foschia, trasparenza bassa",Average,48,Poor,35,6,30,messier-M13,M13 Great Hercules Cluster,Messier globular,Globular cluster,General,Binocular,binocular,Celestron SkyMaster Pro 15×70,Celestron SkyMaster Pro 15×70,,15x,15,No,Facile,85.5,n/d,,,1,0,0,"Configurazione utilizzabile a basso ingrandimento: 15x con pupilla 4,7 mm; un telescopio può mostrare più dettaglio se disponibile."
P04,Binocolo 15x70 cielo lattiginoso,"foschia, trasparenza bassa",Average,48,Poor,35,6,30,messier-M15,M15 Great Pegasus Cluster,Messier globular,Globular cluster,General,Binocular,binocular,Celestron SkyMaster Pro 15×70,Celestron SkyMaster Pro 15×70,,15x,15,No,Facile,85.5,n/d,,,1,0,0,"Configurazione utilizzabile a basso ingrandimento: 15x con pupilla 4,7 mm; un telescopio può mostrare più dettaglio se disponibile."
P04,Binocolo 15x70 cielo lattiginoso,"foschia, trasparenza bassa",Average,48,Poor,35,6,30,messier-M17,"M17 Omega, Swan, Horseshoe, Lobster, or Checkmark Nebula",Messier nebula,H II region nebula with cluster,General,Binocular,binocular,Celestron SkyMaster Pro 15×70,Celestron SkyMaster Pro 15×70,,15x,15,No,Facile,85.5,n/d,,,1,0,0,"Configurazione utilizzabile a basso ingrandimento: 15x con pupilla 4,7 mm; un telescopio può mostrare più dettaglio se disponibile."
P04,Binocolo 15x70 cielo lattiginoso,"foschia, trasparenza bassa",Average,48,Poor,35,6,30,messier-M24,M24 Small Sagittarius Star Cloud,Messier wide-field,Milky Way star cloud,WideField,Binocular,binocular,Celestron SkyMaster Pro 15×70,Celestron SkyMaster Pro 15×70,,15x,15,No,Facile,83.1,n/d,,,1,0,0,"Oggetto esteso: il binocolo offre una visione più naturale a largo campo. 15x con pupilla 4,7 mm; il campo reale non è stimato perché il catalogo binocoli non include il FOV."
P04,Binocolo 15x70 cielo lattiginoso,"foschia, trasparenza bassa",Average,48,Poor,35,6,30,messier-M27,M27 Dumbbell Nebula,Messier planetary nebula,Planetary nebula,General,Binocular,binocular,Celestron SkyMaster Pro 15×70,Celestron SkyMaster Pro 15×70,,15x,15,No,Media,69.5,n/d,,,1,0,0,"Configurazione utilizzabile a basso ingrandimento: 15x con pupilla 4,7 mm; un telescopio può mostrare più dettaglio se disponibile."
P04,Binocolo 15x70 cielo lattiginoso,"foschia, trasparenza bassa",Average,48,Poor,35,6,30,messier-M31,M31 Andromeda Galaxy,Messier wide-field,Spiral galaxy,WideField,Binocular,binocular,Celestron SkyMaster Pro 15×70,Celestron SkyMaster Pro 15×70,,15x,15,No,Media,68.8,n/d,,,1,0,0,"Oggetto esteso: il binocolo offre una visione più naturale a largo campo. 15x con pupilla 4,7 mm; il campo reale non è stimato perché il catalogo binocoli non include il FOV."
P04,Binocolo 15x70 cielo lattiginoso,"foschia, trasparenza bassa",Average,48,Poor,35,6,30,messier-M42,M42 Great Orion Nebula,Messier wide-field,H II region nebula,WideField,Binocular,binocular,Celestron SkyMaster Pro 15×70,Celestron SkyMaster Pro 15×70,,15x,15,No,Facile,83.1,n/d,,,1,0,0,"Oggetto esteso: il binocolo offre una visione più naturale a largo campo. 15x con pupilla 4,7 mm; il campo reale non è stimato perché il catalogo binocoli non include il FOV."
P04,Binocolo 15x70 cielo lattiginoso,"foschia, trasparenza bassa",Average,48,Poor,35,6,30,messier-M44,M44 Beehive Cluster or Praesepe,Messier wide-field,Open cluster,WideField,Binocular,binocular,Celestron SkyMaster Pro 15×70,Celestron SkyMaster Pro 15×70,,15x,15,No,Facile,78.6,n/d,,,1,0,0,"Oggetto esteso: il binocolo offre una visione più naturale a largo campo. 15x con pupilla 4,7 mm; il campo reale non è stimato perché il catalogo binocoli non include il FOV."
P04,Binocolo 15x70 cielo lattiginoso,"foschia, trasparenza bassa",Average,48,Poor,35,6,30,messier-M45,"M45 Pleiades, Seven Sisters or Subaru",Messier wide-field,Open cluster,WideField,Binocular,binocular,Celestron SkyMaster Pro 15×70,Celestron SkyMaster Pro 15×70,,15x,15,No,Facile,83.1,n/d,,,1,0,0,"Oggetto esteso: il binocolo offre una visione più naturale a largo campo. 15x con pupilla 4,7 mm; il campo reale non è stimato perché il catalogo binocoli non include il FOV."
P04,Binocolo 15x70 cielo lattiginoso,"foschia, trasparenza bassa",Average,48,Poor,35,6,30,messier-M51,M51 Whirlpool Galaxy,Messier galaxy,Spiral galaxy,General,Binocular,binocular,Celestron SkyMaster Pro 15×70,Celestron SkyMaster Pro 15×70,,15x,15,No,Facile,80.0,n/d,,,1,0,0,"Configurazione utilizzabile a basso ingrandimento: 15x con pupilla 4,7 mm; un telescopio può mostrare più dettaglio se disponibile."
P04,Binocolo 15x70 cielo lattiginoso,"foschia, trasparenza bassa",Average,48,Poor,35,6,30,messier-M57,M57 Ring Nebula,Messier planetary nebula,Planetary nebula,HighMagnification,Binocular,binocular,Celestron SkyMaster Pro 15×70,Celestron SkyMaster Pro 15×70,,15x,15,No,Difficile,33.4,n/d,,,1,0,0,"Il binocolo permette di individuare l'oggetto, ma non è ideale per i dettagli: servirebbe maggiore ingrandimento. Configurazione disponibile: 15x con pupilla 4,7 mm."
P04,Binocolo 15x70 cielo lattiginoso,"foschia, trasparenza bassa",Average,48,Poor,35,6,30,messier-M81,M81 Bode's Galaxy,Messier galaxy,Spiral galaxy,General,Binocular,binocular,Celestron SkyMaster Pro 15×70,Celestron SkyMaster Pro 15×70,,15x,15,No,Facile,81.0,n/d,,,1,0,0,"Configurazione utilizzabile a basso ingrandimento: 15x con pupilla 4,7 mm; un telescopio può mostrare più dettaglio se disponibile."
P04,Binocolo 15x70 cielo lattiginoso,"foschia, trasparenza bassa",Average,48,Poor,35,6,30,messier-M92,M92,Messier globular,Globular cluster,General,Binocular,binocular,Celestron SkyMaster Pro 15×70,Celestron SkyMaster Pro 15×70,,15x,15,No,Facile,85.5,n/d,,,1,0,0,"Configurazione utilizzabile a basso ingrandimento: 15x con pupilla 4,7 mm; un telescopio può mostrare più dettaglio se disponibile."
P05,Rifrattore 80/640 con oculari base,sereno stabile,Good,78,Good,80,4,2,mercury,Mercurio,Planet,Pianeta,HighMagnification,Telescope,telescope,Rifrattore 80/640 + 10 mm,10 mm,10 mm,64x,64,No,Difficile,87.7,18 mm,,32 mm,3,0,0,"64x con pupilla 1,2 mm; campo reale 0,94°; senza Barlow per mantenere contrasto e campo; altezza massima 18°."
P05,Rifrattore 80/640 con oculari base,sereno stabile,Good,78,Good,80,4,2,venus,Venere,Planet,Pianeta,HighMagnification,Telescope,telescope,Rifrattore 80/640 + 10 mm,10 mm,10 mm,64x,64,No,Facile,78.5,18 mm,,32 mm,3,0,0,"64x con pupilla 1,2 mm; campo reale 0,94°; senza Barlow per mantenere contrasto e campo; altezza massima 35°."
P05,Rifrattore 80/640 con oculari base,sereno stabile,Good,78,Good,80,4,2,mars,Marte,Planet,Pianeta,HighMagnification,Telescope,telescope,Rifrattore 80/640 + 10 mm,10 mm,10 mm,64x,64,No,Media,78.5,18 mm,,32 mm,3,0,0,"64x con pupilla 1,2 mm; campo reale 0,94°; senza Barlow per mantenere contrasto e campo; altezza massima 62°."
P05,Rifrattore 80/640 con oculari base,sereno stabile,Good,78,Good,80,4,2,jupiter,Giove,Planet,Pianeta,HighMagnification,Telescope,telescope,Rifrattore 80/640 + 10 mm,10 mm,10 mm,64x,64,No,Facile,78.5,18 mm,,32 mm,3,0,0,"64x con pupilla 1,2 mm; campo reale 0,94°; senza Barlow per mantenere contrasto e campo; altezza massima 50°."
P05,Rifrattore 80/640 con oculari base,sereno stabile,Good,78,Good,80,4,2,saturn,Saturno,Planet,Pianeta,HighMagnification,Telescope,telescope,Rifrattore 80/640 + 10 mm,10 mm,10 mm,64x,64,No,Facile,78.5,18 mm,,32 mm,3,0,0,"64x con pupilla 1,2 mm; campo reale 0,94°; senza Barlow per mantenere contrasto e campo; altezza massima 38°."
P05,Rifrattore 80/640 con oculari base,sereno stabile,Good,78,Good,80,4,2,uranus,Urano,Planet,Pianeta,HighMagnification,Telescope,telescope,Rifrattore 80/640 + 10 mm,10 mm,10 mm,64x,64,No,Media,78.5,18 mm,,32 mm,3,0,0,"64x con pupilla 1,2 mm; campo reale 0,94°; senza Barlow per mantenere contrasto e campo; altezza massima 45°."
P05,Rifrattore 80/640 con oculari base,sereno stabile,Good,78,Good,80,4,2,neptune,Nettuno,Planet,Pianeta,HighMagnification,Telescope,telescope,Rifrattore 80/640 + 10 mm,10 mm,10 mm,64x,64,No,Difficile,78.5,18 mm,,32 mm,3,0,0,"64x con pupilla 1,2 mm; campo reale 0,94°; senza Barlow per mantenere contrasto e campo; altezza massima 42°."
P05,Rifrattore 80/640 con oculari base,sereno stabile,Good,78,Good,80,4,2,messier-M1,M1 Crab Nebula,Messier general,Supernova remnant,General,Telescope,telescope,Rifrattore 80/640 + 10 mm,10 mm,10 mm,64x,64,No,Difficile,92.4,18 mm,,32 mm,3,0,0,"64x con pupilla 1,2 mm; campo reale 0,94°; senza Barlow per mantenere contrasto e campo; altezza massima 55°."
P05,Rifrattore 80/640 con oculari base,sereno stabile,Good,78,Good,80,4,2,messier-M3,M3,Messier globular,Globular cluster,General,Telescope,telescope,Rifrattore 80/640 + 10 mm,10 mm,10 mm,64x,64,No,Facile,89.0,18 mm,,32 mm,3,0,0,"64x con pupilla 1,2 mm; campo reale 0,94°; senza Barlow per mantenere contrasto e campo; altezza massima 55°."
P05,Rifrattore 80/640 con oculari base,sereno stabile,Good,78,Good,80,4,2,messier-M5,M5 Rose Cluster,Messier globular,Globular cluster,General,Telescope,telescope,Rifrattore 80/640 + 10 mm,10 mm,10 mm,64x,64,No,Facile,89.0,18 mm,,32 mm,3,0,0,"64x con pupilla 1,2 mm; campo reale 0,94°; senza Barlow per mantenere contrasto e campo; altezza massima 55°."
P05,Rifrattore 80/640 con oculari base,sereno stabile,Good,78,Good,80,4,2,messier-M7,M7 Ptolemy's Cluster,Messier wide-field,Open cluster,WideField,Telescope,telescope,Rifrattore 80/640 + 32 mm,32 mm,32 mm,20x,20,No,Difficile,91.4,18 mm,10 mm,,3,0,0,"20x con pupilla 4,0 mm; campo reale 2,60°; senza Barlow per mantenere contrasto e campo; altezza massima 11°."
P05,Rifrattore 80/640 con oculari base,sereno stabile,Good,78,Good,80,4,2,messier-M8,M8 Lagoon Nebula,Messier wide-field,Nebula with cluster,WideField,Telescope,telescope,Rifrattore 80/640 + 32 mm,32 mm,32 mm,20x,20,No,Difficile,89.0,18 mm,10 mm,,3,0,0,"20x con pupilla 4,0 mm; campo reale 2,60°; senza Barlow per mantenere contrasto e campo; altezza massima 22°."
P05,Rifrattore 80/640 con oculari base,sereno stabile,Good,78,Good,80,4,2,messier-M13,M13 Great Hercules Cluster,Messier globular,Globular cluster,General,Telescope,telescope,Rifrattore 80/640 + 10 mm,10 mm,10 mm,64x,64,No,Facile,89.0,18 mm,,32 mm,3,0,0,"64x con pupilla 1,2 mm; campo reale 0,94°; senza Barlow per mantenere contrasto e campo; altezza massima 55°."
P05,Rifrattore 80/640 con oculari base,sereno stabile,Good,78,Good,80,4,2,messier-M15,M15 Great Pegasus Cluster,Messier globular,Globular cluster,General,Telescope,telescope,Rifrattore 80/640 + 10 mm,10 mm,10 mm,64x,64,No,Facile,89.0,18 mm,,32 mm,3,0,0,"64x con pupilla 1,2 mm; campo reale 0,94°; senza Barlow per mantenere contrasto e campo; altezza massima 55°."
P05,Rifrattore 80/640 con oculari base,sereno stabile,Good,78,Good,80,4,2,messier-M17,"M17 Omega, Swan, Horseshoe, Lobster, or Checkmark Nebula",Messier nebula,H II region nebula with cluster,General,Telescope,telescope,Rifrattore 80/640 + 18 mm,18 mm,18 mm,36x,36,No,Difficile,95.5,32 mm,10 mm,,3,0,0,"36x con pupilla 2,2 mm; campo reale 1,69°; senza Barlow per mantenere contrasto e campo; altezza massima 30°."
P05,Rifrattore 80/640 con oculari base,sereno stabile,Good,78,Good,80,4,2,messier-M24,M24 Small Sagittarius Star Cloud,Messier wide-field,Milky Way star cloud,WideField,Telescope,telescope,Rifrattore 80/640 + 32 mm,32 mm,32 mm,20x,20,No,Media,93.3,18 mm,10 mm,,3,0,0,"20x con pupilla 4,0 mm; campo reale 2,60°; senza Barlow per mantenere contrasto e campo; altezza massima 25°."
P05,Rifrattore 80/640 con oculari base,sereno stabile,Good,78,Good,80,4,2,messier-M27,M27 Dumbbell Nebula,Messier planetary nebula,Planetary nebula,General,Telescope,telescope,Rifrattore 80/640 + 10 mm,10 mm,10 mm,64x,64,No,Difficile,92.8,18 mm,,32 mm,3,0,0,"64x con pupilla 1,2 mm; campo reale 0,94°; senza Barlow per mantenere contrasto e campo; altezza massima 55°."
P05,Rifrattore 80/640 con oculari base,sereno stabile,Good,78,Good,80,4,2,messier-M31,M31 Andromeda Galaxy,Messier wide-field,Spiral galaxy,WideField,Telescope,telescope,Rifrattore 80/640 + 32 mm,32 mm,32 mm,20x,20,No,Difficile,77.1,18 mm,10 mm,,3,0,0,"20x con pupilla 4,0 mm; campo reale 2,60°; senza Barlow per mantenere contrasto e campo; altezza massima 55°."
P05,Rifrattore 80/640 con oculari base,sereno stabile,Good,78,Good,80,4,2,messier-M42,M42 Great Orion Nebula,Messier wide-field,H II region nebula,WideField,Telescope,telescope,Rifrattore 80/640 + 32 mm,32 mm,32 mm,20x,20,No,Difficile,85.9,18 mm,10 mm,,3,0,0,"20x con pupilla 4,0 mm; campo reale 2,60°; senza Barlow per mantenere contrasto e campo; altezza massima 45°."
P05,Rifrattore 80/640 con oculari base,sereno stabile,Good,78,Good,80,4,2,messier-M44,M44 Beehive Cluster or Praesepe,Messier wide-field,Open cluster,WideField,Telescope,telescope,Rifrattore 80/640 + 32 mm,32 mm,32 mm,20x,20,No,Facile,89.2,18 mm,10 mm,,3,0,0,"20x con pupilla 4,0 mm; campo reale 2,60°; senza Barlow per mantenere contrasto e campo; altezza massima 55°."
P05,Rifrattore 80/640 con oculari base,sereno stabile,Good,78,Good,80,4,2,messier-M45,"M45 Pleiades, Seven Sisters or Subaru",Messier wide-field,Open cluster,WideField,Telescope,telescope,Rifrattore 80/640 + 32 mm,32 mm,32 mm,20x,20,No,Facile,93.3,18 mm,10 mm,,3,0,0,"20x con pupilla 4,0 mm; campo reale 2,60°; senza Barlow per mantenere contrasto e campo; altezza massima 55°."
P05,Rifrattore 80/640 con oculari base,sereno stabile,Good,78,Good,80,4,2,messier-M51,M51 Whirlpool Galaxy,Messier galaxy,Spiral galaxy,General,Telescope,telescope,Rifrattore 80/640 + 18 mm,18 mm,18 mm,36x,36,No,Difficile,82.4,10 mm,,32 mm,3,0,0,"36x con pupilla 2,2 mm; campo reale 1,69°; senza Barlow per mantenere contrasto e campo; altezza massima 55°."
P05,Rifrattore 80/640 con oculari base,sereno stabile,Good,78,Good,80,4,2,messier-M57,M57 Ring Nebula,Messier planetary nebula,Planetary nebula,HighMagnification,Telescope,telescope,Rifrattore 80/640 + 10 mm,10 mm,10 mm,64x,64,No,Difficile,96.9,18 mm,,32 mm,3,0,0,"64x con pupilla 1,2 mm; campo reale 0,94°; senza Barlow per mantenere contrasto e campo; altezza massima 70°."
P05,Rifrattore 80/640 con oculari base,sereno stabile,Good,78,Good,80,4,2,messier-M81,M81 Bode's Galaxy,Messier galaxy,Spiral galaxy,General,Telescope,telescope,Rifrattore 80/640 + 18 mm,18 mm,18 mm,36x,36,No,Difficile,82.7,10 mm,,32 mm,3,0,0,"36x con pupilla 2,2 mm; campo reale 1,69°; senza Barlow per mantenere contrasto e campo; altezza massima 55°."
P05,Rifrattore 80/640 con oculari base,sereno stabile,Good,78,Good,80,4,2,messier-M92,M92,Messier globular,Globular cluster,General,Telescope,telescope,Rifrattore 80/640 + 10 mm,10 mm,10 mm,64x,64,No,Facile,89.0,18 mm,,32 mm,3,0,0,"64x con pupilla 1,2 mm; campo reale 0,94°; senza Barlow per mantenere contrasto e campo; altezza massima 55°."
P06,Mak 90/1250 con Plossl e Barlow,"meteo buono, seeing non disponibile",Unknown,,Unknown,,5,8,mercury,Mercurio,Planet,Pianeta,HighMagnification,Telescope,telescope,Maksutov 90/1250 + 25 mm,25 mm,25 mm,50x,50,No,Difficile,83.1,25 mm + Barlow 2x,10 mm + Barlow 2x,,3,0,0,"50x con pupilla 1,8 mm; campo reale 1,04°; senza Barlow per mantenere contrasto e campo; altezza massima 18°."
P06,Mak 90/1250 con Plossl e Barlow,"meteo buono, seeing non disponibile",Unknown,,Unknown,,5,8,venus,Venere,Planet,Pianeta,HighMagnification,Telescope,telescope,Maksutov 90/1250 + 10 mm,10 mm,10 mm,125x,125,No,Facile,84.2,25 mm + Barlow 2x,10 mm + Barlow 2x,25 mm,4,0,0,"125x con pupilla 0,7 mm; campo reale 0,48°; senza Barlow per mantenere contrasto e campo; altezza massima 35°."
P06,Mak 90/1250 con Plossl e Barlow,"meteo buono, seeing non disponibile",Unknown,,Unknown,,5,8,mars,Marte,Planet,Pianeta,HighMagnification,Telescope,telescope,Maksutov 90/1250 + 10 mm,10 mm,10 mm,125x,125,No,Media,84.2,25 mm + Barlow 2x,10 mm + Barlow 2x,25 mm,4,0,0,"125x con pupilla 0,7 mm; campo reale 0,48°; senza Barlow per mantenere contrasto e campo; altezza massima 62°."
P06,Mak 90/1250 con Plossl e Barlow,"meteo buono, seeing non disponibile",Unknown,,Unknown,,5,8,jupiter,Giove,Planet,Pianeta,HighMagnification,Telescope,telescope,Maksutov 90/1250 + 10 mm,10 mm,10 mm,125x,125,No,Facile,84.2,25 mm + Barlow 2x,10 mm + Barlow 2x,25 mm,4,0,0,"125x con pupilla 0,7 mm; campo reale 0,48°; senza Barlow per mantenere contrasto e campo; altezza massima 50°."
P06,Mak 90/1250 con Plossl e Barlow,"meteo buono, seeing non disponibile",Unknown,,Unknown,,5,8,saturn,Saturno,Planet,Pianeta,HighMagnification,Telescope,telescope,Maksutov 90/1250 + 10 mm,10 mm,10 mm,125x,125,No,Facile,84.2,25 mm + Barlow 2x,10 mm + Barlow 2x,25 mm,4,0,0,"125x con pupilla 0,7 mm; campo reale 0,48°; senza Barlow per mantenere contrasto e campo; altezza massima 38°."
P06,Mak 90/1250 con Plossl e Barlow,"meteo buono, seeing non disponibile",Unknown,,Unknown,,5,8,uranus,Urano,Planet,Pianeta,HighMagnification,Telescope,telescope,Maksutov 90/1250 + 10 mm,10 mm,10 mm,125x,125,No,Media,84.2,25 mm + Barlow 2x,10 mm + Barlow 2x,25 mm,4,0,0,"125x con pupilla 0,7 mm; campo reale 0,48°; senza Barlow per mantenere contrasto e campo; altezza massima 45°."
P06,Mak 90/1250 con Plossl e Barlow,"meteo buono, seeing non disponibile",Unknown,,Unknown,,5,8,neptune,Nettuno,Planet,Pianeta,HighMagnification,Telescope,telescope,Maksutov 90/1250 + 10 mm,10 mm,10 mm,125x,125,No,Difficile,84.2,25 mm + Barlow 2x,10 mm + Barlow 2x,25 mm,4,0,0,"125x con pupilla 0,7 mm; campo reale 0,48°; senza Barlow per mantenere contrasto e campo; altezza massima 42°."
P06,Mak 90/1250 con Plossl e Barlow,"meteo buono, seeing non disponibile",Unknown,,Unknown,,5,8,messier-M1,M1 Crab Nebula,Messier general,Supernova remnant,General,Telescope,telescope,Maksutov 90/1250 + 25 mm,25 mm,25 mm,50x,50,No,Difficile,97.8,10 mm,10 mm + Barlow 2x,,3,0,0,"50x con pupilla 1,8 mm; campo reale 1,04°; senza Barlow per mantenere contrasto e campo; altezza massima 55°."
